source_site,listing_id,listing_url,title,purchase_price,suburb,city,province,property_type,bedrooms,bathrooms,parking_spaces,garage,floor_area_sqm,land_area_sqm,levies,rates_taxes,description,listing_date,scraped_timestamp,pp_transaction_slug,pp_province_slug,pp_metro_slug,pp_city_slug,pp_suburb_slug,purchase_price_Rands
privateproperty,T5406931,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/nooitgedacht/lion-pride/T5406931,3 Bedroom House in Lion Pride,17288400.0,Nooitgedacht,North Riding To Lanseria,Gauteng,House,3.0,2.0,2.0,,89.0,240.0,900.0,1100.0,"3 Bedroom House in Lion Pride, Welcome to easy, modern living at Lion Pride Lifestyle Estate, where comfort, security, and lifestyl",27 Feb 2026,2026-03-27T15:39:04.880346+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,nooitgedacht,1728840.0
privateproperty,T5363758,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/cosmo-city/zandspruit/T5363758,3 Bedroom House in Zandspruit,16800000.0,Cosmo City,North Riding To Lanseria,Gauteng,House,3.0,2.0,2.0,,80.0,250.0,1500.0,1800.0,"3 Bedroom House in Zandspruit, Welcome to secure and stylish living in this modern 3-bedroom, 2-bathroom single-storey home set wit",26 Jan 2026,2026-03-27T15:39:01.622883+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,cosmo-city,1680000.0
privateproperty,T5414867,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/cosmo-city/zandspruit/T5414867,3 Bedroom House in Zandspruit,16800000.0,Cosmo City,North Riding To Lanseria,Gauteng,House,3.0,2.0,2.0,,80.0,280.0,1440.0,1900.0,"3 Bedroom House in Zandspruit, Prime location. Premium returns. Baltimore Lifestyle Estate is more than just a home its an opportu",6 Mar 2026,2026-03-27T15:38:58.271935+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,cosmo-city,1680000.0
privateproperty,T5414882,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/cosmo-city/zandspruit/T5414882,3 Bedroom House in Zandspruit,16800000.0,Cosmo City,North Riding To Lanseria,Gauteng,House,3.0,2.0,2.0,,81.0,280.0,1440.0,1700.0,"3 Bedroom House in Zandspruit, Beautiful 3-Bedroom Home with Spacious Kitchen and Large Stand R1 680 000 This stunning 81sqm home",6 Mar 2026,2026-03-27T15:38:54.015289+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,cosmo-city,1680000.0
privateproperty,T5388796,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/T5388796,3 Bedroom House in Protea Glen,16663750.0,Protea Glen,Soweto,Gauteng,House,3.0,2.0,,,104.0,300.0,560.0,650.0,"3 Bedroom House in Protea Glen, Step into a spacious open-plan living and dining area, thoughtfully designed for effortless entertai",13 Feb 2026,2026-03-27T15:38:49.997111+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,1666375.0
privateproperty,T5323499,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/nooitgedacht/lion-pride/T5323499,3 Bedroom House in Lion Pride,16500000.0,Nooitgedacht,North Riding To Lanseria,Gauteng,House,3.0,2.5,4.0,,140.0,269.0,1200.0,1200.0,"3 Bedroom House in Lion Pride, Modern 3-Bedroom Home in Secure Randburg Central Estate Discover this modern two-story home, perfec",3 Dec 2025,2026-03-27T15:38:45.944782+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,nooitgedacht,1650000.0
privateproperty,T5433728,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/gallo-manor/T5433728,2 Bedroom House in Gallo Manor,15500000.0,Gallo Manor,Sandton,Gauteng,House,2.0,1.5,2.0,2.0,119.0,,3593.091126135769,3200.0,"2 Bedroom House in Gallo Manor, This well-sized 2-bedroom apartment offers an open- plan lounge and dining area that has been retile",23 Mar 2026,2026-03-27T15:38:43.189738+00:00,for-sale,gauteng,johannesburg-metro,sandton,gallo-manor,1550000.0
privateproperty,T5122479,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/westdene/T5122479,3 Bedroom House in Westdene,15000000.0,Westdene,Northcliff,Gauteng,House,3.0,2.0,3.0,2.0,,496.0,2189.946808510638,851.0,"3 Bedroom House in Westdene, As you enter the yard, head up a few steps, and land on a tiled patio that catches proper morning su",19 Jun 2025,2026-03-27T15:38:39.740114+00:00,for-sale,gauteng,johannesburg-metro,northcliff,westdene,1500000.0
privateproperty,T5397817,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/carlswald-estate/T5397817,2 Bedroom House in Carlswald Estate,13999990.0,Carlswald Estate,Midrand,Gauteng,House,2.0,2.0,2.0,,110.0,,2300.0,1900.0,"2 Bedroom House in Carlswald Estate, Welcome to contemporary and secure living in the heart of Midrand. This modern 2 bedroom, 2 bathroom",20 Feb 2026,2026-03-27T15:38:36.185460+00:00,for-sale,gauteng,johannesburg-metro,midrand,carlswald-estate,1399999.0
privateproperty,T5418954,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/suideroord/T5418954,3 Bedroom House in Suideroord,13500000.0,Suideroord,Johannesburg South,Gauteng,House,3.0,2.0,2.0,2.0,,635.0,1253.2,1137.0,"3 Bedroom House in Suideroord, Bargain Bargain Bargain Prime Location! This is an incredible opportunity to own a spacious home a",10 Mar 2026,2026-03-27T15:38:32.421608+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,suideroord,1350000.0
privateproperty,T5401132,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/T5401132,3 Bedroom House in Protea Glen,12988500.0,Protea Glen,Soweto,Gauteng,House,3.0,2.0,2.0,,84.0,300.0,560.0,450.0,"3 Bedroom House in Protea Glen, Luxury Living in Soweto, Without the Luxury Price! Introducing Your Dream Home: A Beautiful 3-Bedr",24 Feb 2026,2026-03-27T15:38:29.858425+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,1298850.0
privateproperty,T5431407,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/naturena/T5431407,4 Bedroom House in Naturena,12200000.0,Naturena,Johannesburg South,Gauteng,House,4.0,3.0,1.0,,61.0,460.0,1862.0,450.0,"4 Bedroom House in Naturena, Discover the charm of Star Village, an exquisite new development nestled in the heart of Protea Glen",20 Mar 2026,2026-03-27T15:38:25.794929+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,naturena,1220000.0
privateproperty,T5359641,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/riverlea/T5359641,6 Bedroom House in Riverlea,12000000.0,Riverlea,Northcliff,Gauteng,House,6.0,2.0,3.0,,245.0,559.0,2189.946808510638,800.0,"6 Bedroom House in Riverlea, House Converted into an Investment Property with 6 Bedrooms This well-maintained house has been succ",21 Jan 2026,2026-03-27T15:38:21.658348+00:00,for-sale,gauteng,johannesburg-metro,northcliff,riverlea,1200000.0
privateproperty,T5328238,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/bromhof/T5328238,2 Bedroom House in Bromhof,11500000.0,Bromhof,North Riding To Lanseria,Gauteng,House,2.0,1.0,1.0,1.0,88.0,200.0,3089.0,575.0,"2 Bedroom House in Bromhof, Enjoy a carefree, friendly village atmosphere and an exclusive lifestyle for those over 50. Whether",8 Dec 2025,2026-03-27T15:38:19.013562+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,bromhof,1150000.0
privateproperty,T5211523,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/sophiatown/T5211523,3 Bedroom House in Sophiatown,10780000.0,Sophiatown,Northcliff,Gauteng,House,3.0,2.0,3.0,1.0,,505.0,815.0,1064.0,"3 Bedroom House in Sophiatown, As you enter the house, you are greeted by a spacious open-plan lounge and a dining area with wooden",1 Sep 2025,2026-03-27T15:38:14.758403+00:00,for-sale,gauteng,johannesburg-metro,northcliff,sophiatown,1078000.0
privateproperty,T5108768,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/paulshof/T5108768,2 Bedroom House in Paulshof,10750000.0,Paulshof,Sandton,Gauteng,House,2.0,1.0,2.0,,60.0,,1878.0,2513.0,"2 Bedroom House in Paulshof, Step into this elegant and welcoming home 2 bedrooms and 1 full bathroom, located in one of Paulsho",9 Jun 2025,2026-03-27T15:38:11.794756+00:00,for-sale,gauteng,johannesburg-metro,sandton,paulshof,1075000.0
privateproperty,T5383422,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/summerset/T5383422,2 Bedroom House in Summerset,9000000.0,Summerset,Midrand,Gauteng,House,2.0,1.0,2.0,,,80.0,1700.0,800.0,"2 Bedroom House in Summerset, Modern 2-Bedroom Town house for Sale in Summerset Village This spacious 2-bedroom, 1-bathroom with",10 Feb 2026,2026-03-27T15:38:07.627245+00:00,for-sale,gauteng,johannesburg-metro,midrand,summerset,900000.0
privateproperty,T5407620,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/rosettenville/T5407620,3 Bedroom House in Rosettenville,8800000.0,Rosettenville,Johannesburg South,Gauteng,House,3.0,1.0,1.0,1.0,,471.0,400.0,477.0,"3 Bedroom House in Rosettenville, Face-brick home featuring 3 well sized bedrooms, 1 full bathroom with bath and shower, spacious kitc",1 Mar 2026,2026-03-27T15:38:03.478526+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,rosettenville,880000.0
privateproperty,T5271031,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/T5271031,3 Bedroom House in Protea Glen,8500000.0,Protea Glen,Soweto,Gauteng,House,3.0,2.0,1.0,,,301.0,521.6666666666666,481.0,"3 Bedroom House in Protea Glen, Welcome to this beautiful and well-maintained family home situated in the peaceful suburb of Protea",17 Oct 2025,2026-03-27T15:37:59.257127+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,850000.0
privateproperty,T5425930,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/noordwyk/T5425930,2 Bedroom House in Noordwyk,7450000.0,Noordwyk,Midrand,Gauteng,House,2.0,1.0,1.0,1.0,57.0,,760.0,950.0,"2 Bedroom House in Noordwyk, 2 Bedroom Apartments for Sale | Minuet Estate | Noordwyk, Midrand No Transfer Duty | All Costs Inclu",16 Mar 2026,2026-03-27T15:37:56.334426+00:00,for-sale,gauteng,johannesburg-metro,midrand,noordwyk,745000.0
privateproperty,T5398529,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/sagewood/T5398529,2 Bedroom House in Sagewood,7000000.0,Sagewood,Midrand,Gauteng,House,2.0,1.0,2.0,1.0,71.0,,582.0,599.0,"2 Bedroom House in Sagewood, 2 Bedroom Apartment for Sale in Sagewood R [700000] Secure Estate Living | Prime Location | Excell",22 Feb 2026,2026-03-27T15:37:53.020837+00:00,for-sale,gauteng,johannesburg-metro,midrand,sagewood,700000.0
privateproperty,T5334353,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/T5334353,3 Bedroom House in Protea Glen,6100000.0,Protea Glen,Soweto,Gauteng,House,3.0,1.0,,,,51.0,521.6666666666666,250.0,"3 Bedroom House in Protea Glen, A 3 bedroom home in Protea Park Why not be the 1st one to put an offer on this home ne",13 Dec 2025,2026-03-27T15:37:50.029898+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,610000.0
privateproperty,T5282994,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/carlswald-estate/23-the-swallows/124-milford-road/T5282994,3 Bedroom House in Carlswald Estate,36500000.0,Carlswald Estate,Midrand,Gauteng,House,3.0,2.5,2.0,2.0,238.0,,3188.0,2454.0,"3 Bedroom House in Carlswald Estate, 23 the swallows, 124 milford road, Experience sophisticated living in the Omega, a spacious 3-bedroom, 2.5-bathroom home designed for c",28 Oct 2025,2026-03-27T15:37:45.716367+00:00,for-sale,gauteng,johannesburg-metro,midrand,carlswald-estate,3650000.0
privateproperty,T5433165,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/waterfall-estate/1668-ss-munyaka/28-munyaka-drive/T5433165,2 Bedroom House in Waterfall Estate,18999990.0,Waterfall Estate,Midrand,Gauteng,House,2.0,2.0,2.0,,113.0,,3770.0,1890.0,"2 Bedroom House in Waterfall Estate, 1668 ss munyaka, 28 munyaka drive, Experience elevated living in this stunning top-floor apartment, perfectly positioned within the sou",22 Mar 2026,2026-03-27T15:37:42.899661+00:00,for-sale,gauteng,johannesburg-metro,midrand,waterfall-estate,1899999.0
privateproperty,T5415137,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/nooitgedacht/lion-pride/1-lion-pride/345-crn-malibongwe-drive/T5415137,3 Bedroom House in Lion Pride,18044030.0,Nooitgedacht,North Riding To Lanseria,Gauteng,House,3.0,2.0,2.0,,100.0,250.0,1000.0,1000.0,"3 Bedroom House in Lion Pride, 1 lion pride, 345 crn malibongwe drive, Full Title 3 Bedroom, 2 Bathroom Home at Lion Pride Lifestyle Estate Discover modern living in the s",6 Mar 2026,2026-03-27T15:37:40.310194+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,nooitgedacht,1804403.0
privateproperty,T5434723,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/kya-sands/64-baltimore-lifestyle-estate/64-rhine-street/T5434723,3 Bedroom House in Kya Sands,16800000.0,Kya Sands,North Riding To Lanseria,Gauteng,House,3.0,2.0,,,80.0,250.0,1440.0,1500.0,"3 Bedroom House in Kya Sands, 64 baltimore lifestyle estate, 64 rhine street, Experience comfortable, modern living in this well-designed 80sqm single-storey home, offering 3 bed",23 Mar 2026,2026-03-27T15:37:37.619155+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,kya-sands,1680000.0
privateproperty,T5412673,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/johannesburg-south/south-hills/no-8300-sapphire-estate/1-amalia-street/T5412673,4 Bedroom House in South Hills,16200000.0,South Hills,Johannesburg South,Gauteng,House,4.0,2.0,2.0,,91.0,260.0,900.0,1010.0,"4 Bedroom House in South Hills, no 8300 sapphire estate, 1 amalia street, Welcome to Sapphire Estate, where modern design meets secure family living. This brand-new, full-tit",4 Mar 2026,2026-03-27T15:37:34.174671+00:00,for-sale,gauteng,johannesburg-metro,johannesburg-south,south-hills,1620000.0
privateproperty,T5436614,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/nooitgedacht/lion-pride/1005-coconut-avenue/T5436614,3 Bedroom House in Lion Pride,16129780.0,Nooitgedacht,North Riding To Lanseria,Gauteng,House,3.0,2.0,2.0,,71.0,240.0,1100.0,1100.0,"3 Bedroom House in Lion Pride, 1005 coconut avenue, LIMITED STANDS LEFT! Lion Pride Lifestyle Estate is situated in the north of Johannesburg, near Fou",25 Mar 2026,2026-03-27T15:37:30.415562+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,nooitgedacht,1612978.0
privateproperty,T5390848,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/nooitgedacht/lion-pride/819-lion-pride/819-river-street/T5390848,3 Bedroom House in Lion Pride,15726780.0,Nooitgedacht,North Riding To Lanseria,Gauteng,House,3.0,2.0,2.0,,62.0,240.0,1000.0,1000.0,"3 Bedroom House in Lion Pride, 819 lion pride, 819 river street, This modern 3-bedroom, 2-bathroom home is perfectly designed for comfortable estate living. It inclu",16 Feb 2026,2026-03-27T15:37:26.289302+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,nooitgedacht,1572678.0
privateproperty,T5415074,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/nooitgedacht/lion-pride/21135-lion-pride-vill/21135-cnr-malibongwe-dr-r114-nietged/T5415074,3 Bedroom House in Lion Pride,15726780.0,Nooitgedacht,North Riding To Lanseria,Gauteng,House,3.0,2.0,2.0,,62.0,300.0,800.0,1000.0,"3 Bedroom House in Lion Pride, 21135 lion pride vill, 21135 cnr malibongwe dr & r114, nietged, Welcome to a home where comfort meets complete peace of mind. Thoughtfully designed with security an",6 Mar 2026,2026-03-27T15:37:10.417705+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,nooitgedacht,1572678.0
privateproperty,T5414952,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/fourways/1-lion-pride-lifestlye-estate/766-oslo-street/T5414952,3 Bedroom House in Fourways,22803000.0,Fourways,Sandton,Gauteng,House,3.0,2.0,2.0,,189.0,300.0,1100.0,1100.0,"3 Bedroom House in Fourways, 1 lion pride lifestlye estate, 766 oslo street, SECURITY, SHOPPING, SCHOOL With Lion Pride, you are choosing a secure, convenient, and family-friend",6 Mar 2026,2026-03-27T15:37:03.322884+00:00,for-sale,gauteng,johannesburg-metro,sandton,fourways,2280300.0
privateproperty,T5165904,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/north-riding-to-lanseria/jackal-creek-northriding/jackal-creek-golf-estate/type-c-jackal-creek-golf-estate/3-turnberry/T5165904,4 Bedroom House in Jackal Creek Golf Estate,22400000.0,Jackal Creek Northriding,North Riding To Lanseria,Gauteng,House,4.0,2.5,2.0,2.0,151.0,,2005.0,2200.0,"4 Bedroom House in Jackal Creek Golf Estate, type c jackal creek golf estate, 3 turnberry, 4 Bedroom, 2.5 Bathroom Pet Friendly Home for Sale! Welcome to Turnberry your ideal home within Ja",25 Jul 2025,2026-03-27T15:36:59.415968+00:00,for-sale,gauteng,johannesburg-metro,north-riding-to-lanseria,jackal-creek-northriding,2240000.0
privateproperty,T5262200,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/devland/26-piston-road/T5262200,2 Bedroom House in Devland,22000000.0,Devland,Soweto,Gauteng,House,2.0,1.0,,,,,461.18666666666667,250.0,"2 Bedroom House in Devland, 26 piston road, This property is a warehouse located in Devland. There is an office separated from the warehouse, al",10 Oct 2025,2026-03-27T15:36:56.123074+00:00,for-sale,gauteng,johannesburg-metro,soweto,devland,2200000.0
privateproperty,T5394429,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/39977-emporors-security-estate/39977-riverlea-street/T5394429,3 Bedroom House in Protea Glen,15555500.0,Protea Glen,Soweto,Gauteng,House,3.0,2.5,2.0,,103.0,300.0,600.0,600.0,"3 Bedroom House in Protea Glen, 39977 emporors security estate, 39977 riverlea street, Emperors Security Estate is the most exclusive middle-class security estate. Designed with your life",18 Feb 2026,2026-03-27T15:36:52.797662+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,1555550.0
privateproperty,T5390561,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/38623-khiba-street/T5390561,3 Bedroom House in Protea Glen,12986380.0,Protea Glen,Soweto,Gauteng,House,3.0,2.0,1.0,,84.0,300.0,560.0,350.0,"3 Bedroom House in Protea Glen, 38623 khiba street, SECURE YOUR DREAM HOME WITH US 100 BOND, NO BOND OR TRANSFER COSTS NOW is the time to buy your dre",16 Feb 2026,2026-03-27T15:36:49.376409+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,1298638.0
privateproperty,T5436431,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/protea-glen/23432-bastista-street/T5436431,2 Bedroom House in Protea Glen,8700000.0,Protea Glen,Soweto,Gauteng,House,2.0,1.0,,,40.0,175.0,521.6666666666666,300.0,"2 Bedroom House in Protea Glen, 23432 bastista street, Experience the perfect combination of comfort and convenience in this delightful two-bedroom home lo",24 Mar 2026,2026-03-27T15:36:45.043443+00:00,for-sale,gauteng,johannesburg-metro,soweto,protea-glen,870000.0
privateproperty,T5388979,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/soweto/soweto-central/881-slovo-ville/T5388979,2 Bedroom House in Soweto Central,3400000.0,Soweto Central,Soweto,Gauteng,House,2.0,1.0,,,40.0,,1.0,400.0,"2 Bedroom House in Soweto Central, 881 slovo ville, 2-Bedroom RDP House for Sale Slovo Ville Your opportunity to own a comfortable, affordable home in",13 Feb 2026,2026-03-27T15:36:42.463004+00:00,for-sale,gauteng,johannesburg-metro,soweto,soweto-central,340000.0
privateproperty,T5337608,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/linden/72-6th-street/T5337608,5 Bedroom House in Linden,57500000.0,Linden,Northcliff,Gauteng,House,5.0,5.0,4.0,4.0,700.0,1.0,1389.0,1996.0,"5 Bedroom House in Linden, 72 6th street, The Best Property for Its Size and Price Launching Now in Linden! This magnificent 5-bedroom, 5-ba",18 Dec 2025,2026-03-27T15:36:38.431754+00:00,for-sale,gauteng,johannesburg-metro,northcliff,linden,5750000.0
privateproperty,T4063227,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/beverley/002-mulbarton-gardens/34-mulbarton-road/T4063227,3 Bedroom House in Beverley,32450000.0,Beverley,Sandton,Gauteng,House,3.0,3.5,3.0,,208.0,,3418.3333333333335,2727.0,"3 Bedroom House in Beverley, 2 mulbarton gardens, 34 mulbarton road, Your peaceful sanctuary. Phase 2 selling now! Offering a tranquil lifestyle in an upscale location",18 Mar 2025,2026-03-27T15:36:35.758430+00:00,for-sale,gauteng,johannesburg-metro,sandton,beverley,3245000.0
privateproperty,T5312370,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/rosebank-and-parktown/houghton-estate/15-young-avenue/T5312370,1 Bedroom House in Houghton Estate,6300000.0,Houghton Estate,Rosebank And Parktown,Gauteng,House,1.0,2.0,1.0,,76.0,6.0,3659.5,2186.0,"1 Bedroom House in Houghton Estate, 15 young avenue, 1-Bedroom Ground Floor Apartment in Houghton Estate This stunning 1-bedroom apartment is nestled in",21 Nov 2025,2026-03-27T15:36:32.465030+00:00,for-sale,gauteng,johannesburg-metro,rosebank-and-parktown,houghton-estate,630000.0
privateproperty,T5043708,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/steyn-city/838-bushwillow/T5043708,4 Bedroom House in Steyn City,300000000.0,Steyn City,Midrand,Gauteng,House,4.0,4.0,4.0,4.0,800.0,1.0,3800.0,3000.0,"4 Bedroom House in Steyn City, 838 bushwillow, Prestige, Luxury & Unmatched Views A Signature Steyn City Residence Step into a home where bold de",14 Apr 2025,2026-03-27T15:36:29.190377+00:00,for-sale,gauteng,johannesburg-metro,midrand,steyn-city,30000000.0
privateproperty,T4984664,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/rosebank-and-parktown/melrose-estate/2-royal-oaks/94-5th-street/T4984664,4 Bedroom House in Melrose Estate,197500000.0,Melrose Estate,Rosebank And Parktown,Gauteng,House,4.0,4.5,3.0,3.0,840.0,1.0,2000.0,7500.0,"4 Bedroom House in Melrose Estate, 2 royal oaks, 94 5th street, An Icon of Refinement: A Stephen Pellerade Residence, Melrose Estate For the discerning individual",2 Mar 2025,2026-03-27T15:36:25.888517+00:00,for-sale,gauteng,johannesburg-metro,rosebank-and-parktown,melrose-estate,19750000.0
privateproperty,T5048844,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/midrand/steyn-city/48-steyn-city-south/T5048844,4 Bedroom House in Steyn City,197500000.0,Steyn City,Midrand,Gauteng,House,4.0,4.5,3.0,3.0,650.0,1.0,4500.0,4200.0,"4 Bedroom House in Steyn City, 48 steyn city south, Step into sophistication with this architecturally striking home nestled in the prestigious Steyn Ci",17 Apr 2025,2026-03-27T15:36:23.270637+00:00,for-sale,gauteng,johannesburg-metro,midrand,steyn-city,19750000.0
privateproperty,T5410877,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/fourways-gardens/9090-fourways-gardens-estate/T5410877,5 Bedroom House in Fourways Gardens,109950000.0,Fourways Gardens,Sandton,Gauteng,House,5.0,5.0,3.0,3.0,780.0,2.0,3560.0,4368.0,"5 Bedroom House in Fourways Gardens, 9090 fourways gardens estate, Magnificent Style and Space in Fourways Gardens Estate Splendid five-bedroom home, representing the",3 Mar 2026,2026-03-27T15:36:20.140869+00:00,for-sale,gauteng,johannesburg-metro,sandton,fourways-gardens,10995000.0
privateproperty,T5384417,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/linden/13-4th-street/T5384417,10 Bedroom House in Linden,66000000.0,Linden,Northcliff,Gauteng,House,10.0,10.0,10.0,4.0,,2.0,1389.0,2714.0,"10 Bedroom House in Linden, 13 4th street, Profitable Guest House Opportunity in Linden, Johannesburg Presenting an outstanding hospitality in",10 Feb 2026,2026-03-27T15:36:15.828171+00:00,for-sale,gauteng,johannesburg-metro,northcliff,linden,6600000.0
privateproperty,T5431774,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/northcliff/18-hearn-drive/T5431774,4 Bedroom House in Northcliff,49990000.0,Northcliff,Northcliff,Gauteng,House,4.0,2.0,6.0,4.0,495.0,3.0,3150.0,2736.0,"4 Bedroom House in Northcliff, 18 hearn drive, Refined Family Living in the Heart of Northcliff Owner Asking R5 499 000 Negotiating Offers Above R",20 Mar 2026,2026-03-27T15:36:12.851509+00:00,for-sale,gauteng,johannesburg-metro,northcliff,northcliff,4999000.0
privateproperty,T5357722,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/fairland/116-8th-avenue/T5357722,7 Bedroom House in Fairland,49500000.0,Fairland,Northcliff,Gauteng,House,7.0,5.5,10.0,4.0,650.0,1.0,2189.946808510638,4538.0,"7 Bedroom House in Fairland, 116 8th avenue, Set in a quiet, sought-after position in Fairland, bordering the Fairland koppie, this immaculate fo",20 Jan 2026,2026-03-27T15:36:08.782227+00:00,for-sale,gauteng,johannesburg-metro,northcliff,fairland,4950000.0
privateproperty,T5300724,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/sandton/bryanston/28-bryanston-country-estate/78-bryanston-drive/T5300724,4 Bedroom House in Bryanston,48100000.0,Bryanston,Sandton,Gauteng,House,4.0,3.5,2.0,2.0,210.0,,3113.0,3250.0,"4 Bedroom House in Bryanston, 28 bryanston country estate, 78 bryanston drive, Luxury 4 Bedroom House in Bryanston Country Estate Bryanston Country Estate offers a secure, master",12 Nov 2025,2026-03-27T15:36:05.378059+00:00,for-sale,gauteng,johannesburg-metro,sandton,bryanston,4810000.0
privateproperty,T5392451,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg-metro/northcliff/northcliff/88-highcliff-way/T5392451,4 Bedroom House in Northcliff,47900000.0,Northcliff,Northcliff,Gauteng,House,4.0,4.0,11.0,3.0,700.0,2.0,3150.0,1081.0,"4 Bedroom House in Northcliff, 88 highcliff way, Thatch home - Views - Views - Flatlet - Historical Cave Inviting all thatch lovers - to view this",17 Feb 2026,2026-03-27T15:36:01.490218+00:00,for-sale,gauteng,johannesburg-metro,northcliff,northcliff,4790000.0
